	medcodeid	observations	term	snomedctconceptid	Typei	Typeii	unknowntype/other
807	a280561000006111	60	Non-insulin-dependent diabetes mellitus with peripheral angiopathy	314902007	0	1	0
808	a8012081000006110	60	Type 2 diabetic on diet only	2.45E+13	0	1	0
809	a8240791000006113	60	Insulin/carbohydrate ratio	7.72E+14	0	0	1
810	a84981000006114	60	Type II diabetes mellitus with renal complications	420279001	0	1	0
811	a5109621000006112	60	MODY - Maturity onset diabetes glucokinase-related	237604008	0	0	1
812	a85001000006117	60	Type II diabetes mellitus with ulcer	190389009	0	1	0
813	a84711000006117	60	Type I diabetes mellitus with hypoglycaemic coma	314771006	1	0	0
814	a459169018	60	Hypoglycaemic coma co-occurrent and due to diabetes mellitus type II	719216001	0	1	0
815	a292551012	60	Type I diabetes mellitus maturity onset	190372001	1	0	0
816	a547441000000118	60	Did not complete DAFNE diabetes structured education program	3.07E+14	0	0	1
817	a1873301000006114	60	Care contact service: diabetes	1.87E+15	0	0	1
818	a178800012	60	Insulin coma	111558006	0	0	1
819	a1855341000006113	60	Conversion to insulin by hospital	1.86E+15	0	1	0
820	a8048421000006113	50	Proteinuria due to type 2 diabetes mellitus	1.57E+14	0	1	0
821	a13832391000006118	50	Infection of foot due to diabetes mellitus	419100001	0	0	1
822	a8098341000006116	50	DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme completed	3.07E+14	0	0	1
823	a292550013	50	Type I diabetes mellitus - poor control	444073006	1	0	0
824	a301641000000117	50	Diabetes monitoring higher risk albumin excretion	1.99E+14	0	0	1
825	a8240001000006116	50	Mean total daily insulin dose	7.70E+14	0	0	1
826	a8239331000006119	50	Insulin sensitivity factor - breakfast	7.68E+14	0	0	1
827	a7287611000006113	50	Type 1 diabetes mellitus uncontrolled	444073006	1	0	0
828	a85011000006119	50	Type II diabetes mellitus without complication	313436004	0	1	0
829	a84801000006111	50	Type I diabetes mellitus with renal complications	421893009	1	0	0
830	a14918981000006118	50	Basal insulin regime	1.52E+15	0	0	1
831	a459306016	50	Type II diabetes mellitus with peripheral angiopathy	314902007	0	1	0
832	a429970018	50	Unstable type I diabetes mellitus	290002008	1	0	0
833	a1960611000006113	50	Diabetic foot examination - action required	1.96E+15	0	0	1
834	a14077691000006113	50	Mild nonproliferative retinopathy due to diabetes mellitus	312903003	0	0	1
835	a12085921000006112	50	Clinically significant macular oedema of left eye due to diabetes mellitus	769222008	0	0	1
836	a292621010	50	Diabetes mellitus NOS with other specified manifestation	73211009	0	0	1
837	a8428521000006115	50	Seen in hospital diabetes antenatal clinic	1.05E+15	0	0	1
838	a913831000006114	50	Insulin dependent diabetes mellitus with nephropathy	127013003	0	0	1
839	a84301000006116	50	Type 1 diabetes mellitus maturity onset	190372001	1	0	0
840	a84431000006117	50	Type 1 diabetes mellitus with renal complications	421893009	1	0	0
841	a14920141000006115	50	Diabetic digital retinal screening image quality of bilateral eyes ungradable	1.60E+15	0	0	1
842	a14073081000006114	50	Hypoglycaemic event due to diabetes	237632004	0	0	1
843	a14131411000006119	50	Telehealth monitoring for diabetes mellitus	879782007	0	0	1
844	a856621000006118	40	Left proliferative diabetic retinopathy	8.57E+14	0	0	1
845	a459292011	40	Type 1 diabetes mellitus with arthropathy	314893005	1	0	0
846	a280541000006112	40	Non-insulin dependent diabetes mellitus with polyneuropathy	713706002	0	1	0
847	a913981000006115	40	Insulin dependent diab mell with neuropathic arthropathy	201724008	0	0	1
848	a84441000006110	40	Type 1 diabetes mellitus with retinopathy	420789003	1	0	0
849	a13790061000006119	40	Neuropathic ulcer of foot due to diabetes mellitus	201251005	0	0	1
850	a499479018	40	Shock therapy - insulin	63105004	0	0	1
851	a857051000006118	40	Left preproliferative diabetic retinopathy	8.57E+14	0	0	1
852	a14083901000006110	40	Persistent microalbuminuria due to type 1 diabetes mellitus	421305000	1	0	0
853	a13810181000006111	40	Macular oedema due to diabetes mellitus	312912001	0	0	1
854	a928601000006118	40	Ketoacidotic coma in type 2 diabetes mellitus	421847006	0	1	0
855	a14095251000006116	40	Neuropathic ulcer of toe due to type 2 diabetes mellitus	1.40E+14	0	1	0
856	a1013671000006115	40	Adverse reaction to Insulins	1.01E+15	0	0	1
857	a616151000006118	40	Diabetes mellitus - unspec whether in pregnancy/puerperium	199223000	0	0	1
858	a616651000006112	40	"Diabetes mellitus, juvenile type, with ketoacidotic coma"	421075007	1	0	0
859	a6872991000006113	40	Referral to diabetes structured education program	415270003	0	0	1
860	a8099881000006113	40	Diabetes structured education programme	3.08E+14	0	0	1
861	a283974014	40	Listed for Diabetology admission	183781007	0	0	1
862	a292581016	40	Type II diabetes mellitus with ulcer	190389009	0	1	0
863	a12705021000006112	40	Clinically significant macular oedema of right eye due to diabetes mellitus	769221001	0	0	1
864	a12116461000006113	40	Did not commence remote structured diabetes education and support programme	1.10E+15	0	0	1
865	a5110001000006118	40	Pregnancy and type 2 diabetes mellitus	237627000	0	1	0
866	a7861581000006118	40	Diabetic radiculoplexus neuropathy	724810001	0	0	1
867	a12704971000006113	40	Neurologic disorder associated with type 2 diabetes mellitus	421326000	0	1	0
868	a8283131000006114	40	Date insulin pump therapy started	8.42E+14	0	0	1
869	a8286821000006113	40	Education about diabetic nephropathy	8.47E+14	0	0	1
870	a8240801000006114	40	Insulin sensitivity factor	7.72E+14	0	0	1
871	a8239351000006114	40	Insulin sensitivity factor - evening meal	7.68E+14	0	0	1
872	a4796321000006113	40	Pre-existing type 2 diabetes mellitus	199230006	0	1	0
873	a8239341000006112	40	Insulin sensitivity factor - lunch	7.68E+14	0	0	1
874	a14092491000006115	30	Erectile dysfunction due to diabetes mellitus	770096002	0	0	1
875	a14083741000006114	30	Ketoacidosis due to type 1 diabetes mellitus	420270002	1	0	0
876	a7979841000006113	30	Diabetic retinal eye exam not done	4.58E+12	0	0	1
877	a14083781000006115	30	Persistent proteinuria due to type 1 diabetes mellitus	420514000	1	0	0
878	a12085021000006113	30	Preproliferative diabetic retinopathy of right eye	769181007	0	0	1
879	a7500211000006117	30	Pre-existing diabetes mellitus in pregnancy	609563008	0	0	1
880	a7469421000006113	30	Ambulatory insulin infusion pump	470153003	0	0	1
881	a914251000006116	30	Type II diabetes mellitus with polyneuropathy	713706002	0	1	0
882	a914231000006111	30	Type II diabetes mellitus with mononeuropathy	420436000	0	1	0
883	a14095271000006114	30	Neuropathic ulcer of foot due to type 2 diabetes mellitus	1.41E+14	0	1	0
884	a932641000006116	30	Diabetes with coma	6.31E+14	0	0	1
885	a7851731000006116	30	Diabetic mastopathy	724136006	0	0	1
886	a938311000006112	30	Type I diabetes mellitus with exudative maculopathy	420486006	1	0	0
887	a1550571000000114	30	Jamaica type diabetes	75524006	0	0	1
888	a2338051000000112	30	Diabetes Distress Scale 17 item score	9.11E+14	0	0	1
889	a13811000006110	30	Other specified diabetes mellitus with unspecified comps	74627003	0	0	1
890	a13791000006111	30	Other specified diabetes mellitus with periph circ comps	421895002	0	0	1
891	a356078011	30	Secondary endocrine diabetes mellitus	237601000	0	0	1
892	a12115571000006110	30	Remote diabetes structured education and support programme completed	1.10E+15	0	0	1
893	a771341000006114	30	Insulin dependent diabetes mellitus with diabetic cataract	43959009	0	0	1
894	a14920051000006117	30	Diabetic digital retinal screening image quality ungradable	1.60E+15	0	0	1
895	a902201000006112	30	Reaction: insulin/antidiabetic	293190009	0	0	1
896	a8242331000006114	30	Diabetic retinopathy detected by national screening programme	7.76E+14	0	0	1
897	a280521000006117	30	Non-insulin dependent diabetes mellitus with mononeuropathy	420436000	0	1	0
898	a14077701000006113	30	Moderate nonproliferative retinopathy due to diabetes mellitus	312904009	0	0	1
899	a354508018	30	Clinical diabetic nephropathy	236500003	0	0	1
900	a354651000006115	30	[X] Adverse reaction to insulins	293177002	0	0	1
901	a12085721000006110	30	Diabetic macular oedema of right eye	769217008	0	0	1
902	a459312014	30	Type II diabetes mellitus with neuropathic arthropathy	314904008	0	1	0
903	a459311019	30	Type II diabetes mellitus with arthropathy	314903002	0	1	0
904	a84451000006112	30	Type 1 diabetes mellitus with ulcer	190368000	1	0	0
905	a459163017	30	Type I diabetes mellitus with hypoglycaemic coma	314771006	1	0	0
906	a84901000006117	30	Mononeuropathy with type 2 diabetes mellitus	420436000	0	1	0
907	a616081000006113	30	Diabetes mellitus insulin-glucose infusion in acute myocardial infarction	315287002	0	0	1
908	a84951000006118	30	Disorder of eye with type 2 diabetes mellitus	422099009	0	1	0
909	a84931000006113	30	Neurological disorder with diabetes type 2	421326000	0	1	0
910	a2461101000000116	30	Has diabetes identity card	720724003	0	0	1
911	a13917091000006117	30	Neuropathic ulcer of heel due to type 2 diabetes mellitus	789569005	0	1	0
912	a616591000006117	30	"Diabetes mellitus, juvenile +peripheral circulatory disorder"	421365002	1	0	0
913	a4929251000006115	30	Diabetic nurse	224543004	0	0	1
914	a856641000006113	30	Left diabetic maculopathy	8.57E+14	0	0	1
915	a12085761000006116	30	Diabetic macular oedema of left eye	769218003	0	0	1
916	a5988631000006117	30	Diabetes dietitian	309417009	0	0	1
917	a14067581000006118	30	Disorder of kidney due to diabetes mellitus	127013003	0	0	1
918	a292576013	30	Type II diabetes mellitus with multiple complications	190388001	0	1	0
919	a8263801000006112	30	Variable rate intravenous infusion of insulin	8.16E+14	0	0	1
920	a1119981000006119	30	Adverse reaction to Insulin glargine	1.12E+15	0	0	1
921	a292488013	30	Coma associated with diabetes mellitus	420662003	0	0	1
922	a3253231000006110	30	Diabetes mellitus type I	46635009	0	0	1
923	a1098831000006113	30	Adverse reaction to Hypodermic Insulin	1.10E+15	0	0	1
924	a84961000006116	20	Type II diabetes mellitus with peripheral angiopathy	314902007	0	1	0
925	a84771000006114	20	Disorder of eye with type 1 diabetes mellitus	739681000	1	0	0
926	a72711000006117	20	Unstable type 1 diabetes mellitus	290002008	1	0	0
927	a84381000006113	20	Type 1 diabetes mellitus with neurological complications	421468001	1	0	0
928	a84341000006119	20	Type 1 diabetes mellitus with hypoglycaemic coma	314771006	1	0	0
929	a84521000006116	20	Type 2 diabetes mellitus with hypoglycaemic coma	719216001	0	1	0
930	a84821000006118	20	Type I diabetes mellitus with ulcer	190368000	1	0	0
931	a3636751012	20	Acute complication with diabetes mellitus	762489000	0	0	1
932	a84691000006115	20	Cataract due to diabetes mellitus type 1	421920002	1	0	0
933	a459294012	20	Type I diabetes mellitus with arthropathy	314893005	1	0	0
934	a84531000006118	20	Type 2 diabetes mellitus with mononeuropathy	420436000	0	1	0
935	a894461000006112	20	Diabetic mother syndrome	21584002	0	0	1
936	a1030541000006112	20	Adverse reaction to Insulin Glargine	1.03E+15	0	0	1
937	a8267041000006114	20	Diabetes monitoring injection site check declined	8.19E+14	0	0	1
938	a84971000006111	20	Type II diabetes mellitus with polyneuropathy	713706002	0	1	0
939	a4758121000006115	20	Insulin-dependent diabetes maturity onset	190372001	0	0	1
940	a5754581000006110	20	Brittle type 1 diabetes mellitus	290002008	1	0	0
941	a12704411000006113	20	Peripheral circulatory disorder associated with diabetes mellitus	421895002	0	0	1
942	a771401000006115	20	Insulin dependent diabetes mellitus with polyneuropathy	49455004	0	0	1
943	a771351000006111	20	Insulin dependent diabetes mellitus with gangrene	422275004	0	0	1
944	a772131000006111	20	Insulin dependent diab mell with neuropathic arthropathy	201724008	0	0	1
945	a2160089017	20	Insulin autoimmune syndrome	408539000	0	0	1
946	a1583871000006115	20	Ineligibility for diabetic eye screening: No contact details	1.58E+15	0	0	1
947	a12489821000006114	20	Diabetes key contact	408290003	0	0	1
948	a281181000006116	20	Non-insulin dependent diabetes mellitus with neuropathic arthropathy	314904008	0	1	0
949	a12490041000006117	20	Diabetic retinopathy screening offered	417256004	0	0	1
950	a189721000000113	20	Secondary diabetes mellitus without complication	8801005	0	0	1
951	a12189891000006110	20	PDR - proliferative diabetic retinopathy	59276001	0	0	1
952	a12185421000006113	20	Polyneuropathy due to diabetes mellitus	49455004	0	0	1
953	a1135131000006110	20	Adverse reaction to Insulin Detemir	1.14E+15	0	0	1
954	a292482014	20	"Diabetes mellitus, juvenile type, with hyperosmolar coma"	190330002	1	0	0
955	a8274621000006113	20	Paediatric diabetic medicine	8.28E+14	0	0	1
956	a84571000006115	20	Type 2 diabetes mellitus with neuropathic arthropathy	314904008	0	1	0
957	a5994181000006119	20	Diabetic department	309924002	0	0	1
958	a1822391000006114	20	Date other antidiabetic drug started	1.82E+15	0	0	1
959	a3253241000006117	20	Diabetes mellitus type 1	46635009	1	0	0
960	a14060651000006114	20	Complication due to diabetes mellitus	74627003	0	0	1
961	a14071341000006117	20	Asymptomatic neuropathy due to diabetes mellitus	193185007	0	0	1
963	a14077711000006111	20	Severe nonproliferative retinopathy due to diabetes mellitus	312905005	0	0	1
964	a1977221000006114	20	Adverse reaction to Insulin Human	1.98E+15	0	0	1
965	a1988741000006117	20	Pregnancy and non-insulin-dependent diabetes mellitus	237627000	0	0	1
966	a1784011000006116	20	Advised to maintain back up supply of insulin for subcutaneous injection	7.83E+14	0	0	1
967	a6761781000006114	20	On examination - right eye background diabetic retinopathy	408409007	0	0	1
968	a6761801000006113	20	On examination - left eye background diabetic retinopathy	408410002	0	0	1
969	a8236711000006119	20	DNA (did not attend) diabetes foot screening	7.63E+14	0	0	1
970	a3416171000006118	20	Necrobiosis lipoidica diabeticorum	56391002	0	0	1
971	a8241041000006113	20	Symptomatic diabetic peripheral neuropathy	7.73E+14	0	0	1
972	a12085141000006119	20	Mild non-proliferative diabetic retinopathy of left eye	769184004	0	0	1
973	a6630701000006110	20	Visually threatening diabetic retinopathy	399871005	0	0	1
974	a7299971000006116	20	Diabetes mellitus service	444913002	0	0	1
975	a10928019	20	Diabetes mellitus associated with genetic syndrome	5969009	0	0	1
976	a913801000006118	20	Insulin dependent diabetes mellitus with polyneuropathy	49455004	0	0	1
977	a12085051000006116	20	Preproliferative diabetic retinopathy of left eye	769182000	0	0	1
978	a8006221000006115	20	Microalbuminuria due to type 1 diabetes mellitus	1.85E+13	1	0	0
979	a913461000006115	20	Type I diabetes mellitus with renal complications	421893009	1	0	0
980	a913931000006116	20	Type 1 diabetes mellitus with peripheral angiopathy	3.12E+13	1	0	0
981	a913901000006112	20	Type 1 diabetes mellitus with diabetic cataract	421920002	1	0	0
982	a913851000006119	20	Type I diabetes mellitus with nephropathy	421893009	1	0	0
983	a8242821000006115	20	No diabetic autonomic neuropathy	7.78E+14	0	0	1
984	a913621000006112	20	Insulin dependent diabetes mellitus with gangrene	422275004	0	0	1
985	a914041000006111	20	Type II diabetes mellitus with renal complications	420279001	0	1	0
986	a5505651000006113	20	Diabetes mellitus uncontrolled	268519009	0	0	1
987	a2683581000006112	20	Labile diabetes	11530004	0	0	1
988	a616231000006119	20	Diabetes mellitus in the puerperium - baby delivered during current episode of care	199226008	0	0	1
989	a616541000006114	20	"Diabetes mellitus, adult onset, with ketoacidotic coma"	421847006	0	0	1
990	a913551000006116	10	Type I diabetes mellitus with multiple complications	422228004	1	0	0
991	a12085091000006110	10	Mild non-proliferative diabetic retinopathy of right eye	769183005	0	0	1
992	a12085181000006113	10	Moderate non-proliferative diabetic retinopathy of right eye	769185003	0	0	1
993	a12085231000006118	10	Moderate non-proliferative diabetic retinopathy of left eye	769186002	0	0	1
994	a913891000006113	10	Insulin dependent diabetes mellitus with diabetic cataract	43959009	0	0	1
995	a914061000006110	10	Type II diabetes mellitus with ophthalmic complications	422099009	0	1	0
996	a914081000006117	10	Type II diabetes mellitus with neurological complications	421326000	0	1	0
997	a1118981000006112	10	Adverse reaction to Insulin Aspart	1.12E+15	0	0	1
998	a913781000006117	10	Type 1 diabetes mellitus with mononeuropathy	420918009	1	0	0
999	a13949621000006112	10	No diabetic maculopathy of left eye	860709007	0	0	1
1000	a1745771000006118	10	Adverse reaction to Hypodermic Insulin Injection	1.75E+15	0	0	1
1001	a1855351000006110	10	Conversion to insulin by diabetic specialist nurse	1.86E+15	0	1	0
1002	a1132301000006114	10	Adverse reaction to Insulin Soluble Human	1.13E+15	0	0	1
1003	a14057771000006116	10	Lumbosacral radiculoplexus neuropathy due to diabetes mellitus	39058009	0	0	1
1004	a12490031000006110	10	Patient offered diabetes structured education programme	416672007	0	0	1
1005	a14071551000006111	10	Ischaemic ulcer of foot due to diabetes mellitus	201250006	0	0	1
1006	a967681000006119	10	Fibrocalculous pancreatic diabetes	2751001	0	0	1
1007	a14073101000006118	10	Nocturnal hypoglycaemia due to diabetes mellitus	237635002	0	0	1
1008	a7969211000006115	10	Mixed hyperlipidaemia due to type 1 diabetes mellitus	1.57E+12	1	0	0
1009	a13947521000006119	10	Insulin pump education	846662007	0	0	1
1010	a14070771000006115	10	Loss of hypoglycaemic warning due to diabetes mellitus	170766006	0	0	1
1011	a8027471000006112	10	Chronic kidney disease stage 4 due to type 1 diabetes mellitus	9.08E+13	1	0	0
1012	a11924351000006118	10	Diabetes treatment satisfaction questionnaire	273412002	0	0	1
1013	a12623641000006113	10	Referral to HeLP-Diabetes (Healthy Living for People with Diabetes) online self-management programme	1.11E+15	0	0	1
1014	a8098241000006111	10	Attended XPERT (expert patient education versus routine treatment) diabetes structured education programme	3.06E+14	0	0	1
1015	a8098981000006111	10	Referral to XPERT (expert patient education versus routine treatment) diabetes structured education programme	3.07E+14	0	0	1
1016	a8098951000006115	10	Referral to DESMOND (diabetes education and self management for ongoing and newly diagnosed) diabetes structured programme	3.07E+14	0	0	1
1017	a928471000006114	10	Type I diabetes mellitus with persistent proteinuria	420514000	1	0	0
1018	a1861341000006117	10	Adverse reaction to Insulin Degludec	1.86E+15	0	0	1
1019	a12300391000006115	10	Macular oedema not clinically significant with diabetes mellitus	399864000	0	0	1
1020	a11633211000006112	10	Atypical diabetes mellitus	5.31E+17	0	0	1
1021	a84461000006114	10	Type 1 diabetes mellitus without complication	313435000	1	0	0
1022	a292543014	10	Type I diabetes mellitus with gangrene	420825003	1	0	0
1023	a12119681000006110	10	Ketosis-prone diabetes mellitus	1.10E+15	0	0	1
1024	a84421000006115	10	Type 1 diabetes mellitus with polyneuropathy	713705003	1	0	0
1025	a356118015	10	Diabetes-deafness syndrome maternally transmitted	237619009	0	0	1
1026	a1786715019	10	Bronzed diabetes	399144008	0	0	1
1027	a14084061000006113	10	Retinopathy due to type 2 diabetes mellitus	422034002	0	1	0
1028	a14084121000006118	10	Skin ulcer due to diabetes mellitus	422183001	0	0	1
1029	a2156000010	10	"Lipodystrophy, partial, with Rieger anomaly, short stature, and insulinopenic diabetes mellitus"	237608006	0	0	1
1030	a14084031000006116	10	Non-ketotic non-hyperosmolar coma due to diabetes mellitus	421966007	0	0	1
1031	a14084101000006111	10	Disorder of eye due to type 2 diabetes mellitus	422099009	0	1	0
1032	a14083841000006119	10	Gangrene due to type 1 diabetes mellitus	420825003	1	0	0
1033	a6030001000006116	10	Insulin-dependent diabetes without complication	313435000	0	0	1
1034	a6022831000006119	10	Diabetic vitreous haemorrhage	312910009	0	0	1
1035	a354661000006118	10	[X] Adverse reaction to insulins and antidiabetic agents	430400006	0	0	1
1036	a6515201000006111	10	NPDR - Non proliferative diabetic retinopathy	390834004	0	0	1
1037	a6546431000006119	10	On examination - Right diabetic foot at moderate risk	394682001	0	0	1
1038	a6546411000006113	10	On examination - Left diabetic foot at moderate risk	394681008	0	0	1
1039	a6546241000006111	10	On examination - Right diabetic foot at low risk	394671009	0	0	1
1040	a5549741000006110	10	Diabetes clinic satisfaction questionnaire	273411009	0	0	1
1041	a6444031000006114	10	Diabetic care assessment	385803003	0	0	1
1042	a84701000006115	10	Type I diabetes mellitus with gangrene	420825003	1	0	0
1043	a72721000006113	10	Unstable type I diabetes mellitus	290002008	1	0	0
1044	a84321000006114	10	Type 1 diabetes mellitus with diabetic cataract	421920002	1	0	0
1045	a84311000006118	10	Type 1 diabetes mellitus with arthropathy	314893005	1	0	0
1046	a84491000006118	10	Type 2 diabetes mellitus with arthropathy	314903002	0	1	0
1047	a84511000006112	10	Type 2 diabetes mellitus with gangrene	421631007	0	1	0
1048	a84941000006115	10	Type II diabetes mellitus with neuropathic arthropathy	314904008	0	1	0
1049	a84361000006115	10	Type 1 diabetes mellitus with multiple complications	422228004	1	0	0
1050	a84601000006110	10	Type 2 diabetes mellitus with polyneuropathy	713706002	0	1	0
1051	a7032031000006112	10	Diabetic peripheral neuropathy	424736006	0	0	1
1052	a13781000006113	10	Other specified diabetes mellitus with other spec comps	73211009	0	0	1
1053	a2683561000006119	10	Brittle diabetes mellitus	11530004	0	0	1
1054	a5109561000006119	10	"Maturity onset diabetes of the young, type 2"	237604008	0	1	0
1055	a7068831000006114	10	Diabetes mellitus due to cystic fibrosis	427089005	0	0	1
1056	a5110091000006113	10	Hypoglycaemic state in diabetes	237633009	0	0	1
1057	a1954041000006119	9	Diabetic - uses carbohydrate counting	1.95E+15	0	0	1
1058	a12078961000006117	9	Diabetic cataract of bilateral eyes	768794008	0	0	1
1059	a7500191000006118	9	"Maturity onset diabetes of the young, type 1"	609562003	1	0	0
1060	a14084091000006117	9	Disorder of nervous system due to diabetes mellitus	422088007	0	0	1
1061	a12078901000006118	9	Cataract of right eye due to diabetes mellitus	768792007	0	0	1
1062	a14077471000006114	9	Advanced retinal disease due to diabetes mellitus	311782002	0	0	1
1063	a13949651000006115	9	No diabetic maculopathy of right eye	860710002	0	0	1
1064	a6546321000006111	9	On examination - Left diabetic foot at low risk	394675000	0	0	1
1065	a13767911000006119	9	Disorder of eye due to diabetes mellitus	25093002	0	0	1
1066	a292538019	9	Type I diabetes mellitus with ulcer	190368000	1	0	0
1067	a292582011	8	Type II diabetes mellitus with gangrene	421631007	0	1	0
1068	a3511581000006114	8	Pretibial pigmental patches in diabetes	62260007	0	0	1
1069	a5933621000006118	8	Perceived control of insulin-dependent diabetes	304752002	0	0	1
1070	a1099861000006110	8	Adverse reaction to Isophane Insulin	1.10E+15	0	0	1
1071	a6022691000006119	8	Early proliferative diabetic retinopathy	312906006	0	0	1
1072	a967631000006115	8	Diabetes mellitus induced by non-steroid drugs without complication	413183008	0	1	0
1073	a14073071000006111	8	Severe hyperglycaemia due to diabetes mellitus	237621004	0	0	1
1074	a2460621000000111	8	Provision of diabetes identity card	719570003	0	0	1
1075	a459309011	8	Non-insulin dependent diabetes mellitus with arthropathy	314903002	0	1	0
1076	a4636711000006116	8	Diabetes: shared care program	170775008	0	0	1
1077	a9482651000006115	8	Diabetes screening declined	1.23E+16	0	0	1
1078	a2967831017	8	Pre-existing type 1 diabetes mellitus in pregnancy	199223000	1	0	0
1079	a6022611000006112	7	Mild nonproliferative diabetic retinopathy	312903003	0	0	1
1080	a771371000006118	7	Insulin dependent diabetes mellitus with mononeuropathy	230577008	0	0	1
1081	a6022931000006112	7	Diabetic macular edema	312912001	0	0	1
1082	a7507871000006114	7	Diabetes self management plan	698360004	0	0	1
1083	a6982521000006119	7	Diabetes type 2 with retinopathy	422034002	0	1	0
1084	a14077871000006111	7	Ischaemic maculopathy due to diabetes mellitus	314014002	0	0	1
1085	a84881000006119	7	Type II diabetes mellitus with gangrene	421631007	0	1	0
1086	a4726201000006118	7	Diabetology domiciliary visit requested	183722003	0	0	1
1087	a14077731000006117	7	High risk proliferative retinopathy due to diabetes mellitus	312907002	0	0	1
1088	a14073091000006112	7	Hypoglycaemia due to diabetes mellitus	237633009	0	0	1
1089	a913771000006115	7	Insulin dependent diabetes mellitus with mononeuropathy	230577008	0	0	1
1090	a7567341000006113	7	Diabetes foot care clinic	702848001	0	0	1
1091	a14691561000006113	7	Type 1 Diabetes Distress Scale total score	1.37E+15	1	0	0
1092	a1103761000006114	7	Adverse reaction to Biphasic Insulin	1.10E+15	0	0	1
1093	a12078931000006114	7	Cataract of left eye due to diabetes mellitus	768793002	0	0	1
1094	a6515211000006114	7	BDR - Background diabetic retinopathy	390834004	0	0	1
1095	a14071441000006113	7	Cellulitis of foot due to diabetes mellitus	200687002	0	0	1
1096	a616221000006117	7	Diabetes mellitus in the puerperium - baby delivered during previous episode of care	199228009	0	0	1
1097	a7863811000006111	7	Lumbosacral plexopathy with diabetes mellitus	724997001	0	0	1
1098	a6612501000006110	7	Diabetic foot at risk	398819009	0	0	1
1099	a8098371000006112	7	XPERT (expert patient education versus routine treatment) diabetes structured education programme completed	3.07E+14	0	0	1
1100	a4392221000006118	6	Peripheral angiopathy due to diabetes mellitus	127014009	0	0	1
1101	a7728071000006113	6	Referral to diabetes service	715159005	0	0	1
1102	a84591000006119	6	Type 2 diabetes mellitus with peripheral angiopathy	314902007	0	1	0
1103	a459293018	6	Insulin dependent diabetes mellitus with arthropathy	39710007	0	0	1
1104	a14920291000006115	6	Closed loop insulin delivery using continuous automated insulin delivery system active	1.60E+15	0	0	1
1105	a7966641000006113	6	Chronic kidney disease stage 4 due to type 2 diabetes mellitus	7.21E+11	0	1	0
1106	a1088571000006114	6	Adverse reaction to Insulin Syringe	1.09E+15	0	0	1
1107	a8110861000006117	6	Referral to children's diabetes nurse specialist	3.44E+14	0	0	1
1108	a6611521000006112	6	Diabetes self-monitoring health education	398773005	0	0	1
1109	a8099281000006112	6	Did not attend dose adjustment for normal eating diabetes structured education programme	3.07E+14	0	0	1
1110	a8099131000006117	6	Did not complete dose adjustment for normal eating diabetes structured education programme	3.07E+14	0	0	1
1111	a6047101000006117	6	Diabetic optic papillopathy	314537004	0	0	1
1112	a14072601000006115	6	Proliferative retinopathy with optic disc neovascularisation due to diabetes mellitus	232021008	0	0	1
1113	a14071331000006110	6	Chronic painful neuropathy due to diabetes mellitus	193184006	0	0	1
1114	a14765381000006118	6	Diabetic neurotrophic keratitis	1217674007	0	0	1
1115	a14083961000006111	6	Gangrene due to type 2 diabetes mellitus	421631007	0	1	0
1116	a8454931000006116	5	Paediatric diabetes service	1.08E+15	0	0	1
1117	a356111014	5	Insulin-dependent diabetes mellitus secretory diarrhoea syndrome	237618001	0	0	1
1118	a356119011	5	Abnormal metabolic state in diabetes mellitus	237620003	0	0	1
1119	a14919001000006115	5	Premixed insulin regime	1.52E+15	0	0	1
1120	a13791991000006116	5	Proteinuric nephropathy due to diabetes mellitus	236500003	0	0	1
1121	a6866901000006111	5	On examination - right eye stable treated proliferative diabetic retinopathy	414910007	0	0	1
1122	a6718121000006115	5	Diabetes type	405751000	0	0	1
1123	a8099181000006116	5	Did not complete DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme	3.07E+14	0	0	1
1124	a2843291000006110	5	Maternal diabetes syndrome	21584002	0	0	1
1125	a14077721000006115	5	Non-high-risk proliferative retinopathy due to diabetes mellitus	312906006	0	0	1
1126	a913921000006119	5	Insulin dependent diab mell with peripheral angiopathy	421895002	0	0	1
1127	a12078971000006112	5	Bilateral diabetic cataracts	768794008	0	0	1
1128	a4392141000006116	5	Lipoatrophic diabetes	127012008	0	0	1
1129	a6041411000006117	5	Ischaemic diabetic maculopathy	314014002	0	0	1
1130	a8098881000006116	5	Referral to DAFNE (dose adjustment for normal eating) diabetes structured education programme	3.07E+14	0	0	1
1131	a12705081000006111	5	Gastroparesis due to type 2 diabetes mellitus	713703005	0	1	0
1132	a6041341000006114	5	Focal diabetic maculopathy	314011005	0	0	1
1133	a1015121000006112	5	Adverse reaction to Insulin Detemir	1.02E+15	0	0	1
1134	a6022671000006115	5	Proliferative diabetic retinopathy - non high risk	312906006	0	0	1
1135	a12085841000006110	5	Macular oedema due to type 2 diabetes mellitus	769220000	0	1	0
1136	a125705011	5	Diabetes mellitus due to insulin receptor antibodies	75682002	0	0	1
1137	a8313901000006110	5	Paediatric diabetic medicine service	8.94E+14	0	0	1
1138	a6630581000006113	4	Very severe proliferative diabetic retinopathy	399865004	0	0	1
1139	a84721000006113	4	Mononeuropathy with type 1 diabetes mellitus	420918009	1	0	0
